resource_id,key,value
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,security-level,medium
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,compliance-status,under-review
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,compliance-pci,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,created-by,terraform
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,auto-scaling,disabled
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,optimization-priority,balanced
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,rightsizing,exempt
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,budget-alert,high
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,cost-allocation,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,name,CloudAppSaaSBackend-ContainerInstances
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,cost-center,SoftwareSolutions-9454
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,auto-shutdown,nights
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,requestor,project-manager@example.com
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,compliance-sox,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,compliance-pci,out-of-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,compliance-hipaa,not-required
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,deployment-group,canary
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,auto-scaling,enabled
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,allow-spot,false
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,scheduled-downtime,custom
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,team,devops
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,cost-allocation,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,name,CloudAppSaaSBackend-ContainerInstances
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,cost-center,SoftwareSolutions-5413
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,backup-frequency,weekly
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,owner,team-devops@example.com
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,compliance-gdpr,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,compliance-sox,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,iac,true
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,optimization-priority,balanced
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,service-tier,containerinstances-premium
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,team,analytics
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,cost-allocation,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-container-lv6j,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,name,CloudAppSaaSBackend-ContainerInstances
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,cost-center,SoftwareSolutions-3249
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,backup-frequency,hourly
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,department,engineering
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,compliance-status,exempted
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,compliance-pci,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,security-level,low
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,deployment-group,main
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,created-by,arm-template
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,rightsizing,pending-review
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,optimization-priority,cost
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,budget-alert,exempt
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,team,sre
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,cost-allocation,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.ContainerInstance/containerGroups/clo-job-lv6j,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,name,CloudAppSaaSBackend-SQLDatabase
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,cost-center,SoftwareSolutions-1628
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,auto-shutdown,weekends
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,version,2.0
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,requestor,john.doe@example.com
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-sox,in-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-hipaa,required
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,security-level,medium
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-pci,out-of-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,deployment-group,canary
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,created-by,bicep
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,optimization-priority,availability
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,ha-enabled,false
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,backup-retention,14
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,db-name,analytics-db
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,engine,mariadb
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,service-tier,sqldatabase-basic
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,team,platform
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,cost-allocation,shared
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,allocation-method,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,name,CloudAppSaaSBackend-SQLDatabase
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,cost-center,SoftwareSolutions-4091
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,version,stable
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,backup-frequency,none
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,compliance-hipaa,required
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,compliance-gdpr,out-of-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,managed-by,cloudops
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,deployment-group,main
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,budget-alert,exempt
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,rightsizing,optimized
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,allow-spot,true
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,ha-enabled,true
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,engine,mariadb
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,db-name,test-db
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,service-tier,sqldatabase-basic
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,team,security
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,cost-allocation,shared
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,allocation-method,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-postgres-test-tq54,showback-category,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,name,CloudAppSaaSBackend-SQLDatabase
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,environment,production
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,cost-center,SoftwareSolutions-7182
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,data-classification,public
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-gdpr,out-of-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-status,exempted
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,security-level,low
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,compliance-sox,out-of-scope
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,created-by,az-cli
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,auto-scaling,disabled
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,budget-alert,low
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,db-name,analytics-db
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,ha-enabled,false
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,backup-retention,14
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,engine,mariadb
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,service-tier,sqldatabase-standard
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,cost-allocation,shared
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,allocation-method,direct
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-sql-test-tq54,showback-category,production
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,name,CloudAppSaaSBackend-SQLDatabase
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,environment,non-production
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,cost-center,SoftwareSolutions-4022
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,version,2.0
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,compliance-status,exempted
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,compliance-sox,in-scope
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,deployment-group,experiment
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,rightsizing,exempt
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,scheduled-downtime,custom
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,ha-enabled,true
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,service-tier,sqldatabase-basic
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,team,devops
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,cost-allocation,shared
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,allocation-method,direct
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,chargeback-entity,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,showback-category,non-production
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,name,CloudAppSaaSBackend-SQLDatabase
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,project,CloudAppSaaSBackend
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,business-unit,SoftwareSolutions
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,environment,non-production
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,cost-center,SoftwareSolutions-1043
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,use-case,Software Solutions
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,auto-shutdown,nights
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,compliance-sox,in-scope
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,managed-by,devops
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,rightsizing,optimized
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,scheduled-downtime,weekends
/subscriptions/00000000-0000-0000-0000-000333300005/resourceGroups/clo-rg/providers/Microsoft.Sql/servers/databases/clo-mysql-test-tq54,ha-enabled,true
